final_block,transaction_id,source_row_index,step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest
1,6b4cafd7-39dd-5461-b14b-a063ccb40f22,1718160,160,DEBIT,2128.69,C1143748765,416750.0,C451433836,3440126.22
1,41aab73d-40c3-52e4-9e7b-3dcfd34021ff,1634628,157,PAYMENT,19115.43,C248951046,20234.0,M1152236193,0.0
1,f0e34ec1-ff0f-5b85-ac36-e935b60c69b1,5171483,358,TRANSFER,90365.72,C622610913,94586.21,C2059906887,1316911.13
1,851e2411-3c77-50e3-96d1-f67811f66824,3583460,261,CASH_IN,252965.2,C1495770417,4654946.42,C263593301,5567648.63
1,aa1a8a90-0a13-53f1-8979-4d94d5c9c16a,3524003,259,CASH_OUT,149524.98,C473155947,525853.0,C1157700702,247610.44
1,9fbbb13e-bccf-5655-9d4d-7629127a02a3,863394,42,DEBIT,2320.34,C1972025375,262719.0,C1381656876,2117026.48
1,c2b5a4ea-5cbb-5bea-9743-e1c8cde7d548,532538,20,PAYMENT,8659.0,C471338146,404061.59,M1940419804,0.0
1,60b5f9a2-1c72-5658-a11c-82fb41d84efb,3791430,280,TRANSFER,12197.79,C1311723292,28456.0,C727881821,7799893.51
2,0ba231bc-5c82-5feb-a1e8-c4074ee665f2,1222880,133,CASH_IN,430106.25,C684437516,12897.0,C1341165556,935075.56
2,35d1cc07-98f9-5f64-9129-0e64179d3650,3748319,279,CASH_OUT,213736.72,C1688701154,238851.0,C1023952148,1442636.24
2,030ad86f-64cb-5dc0-b815-5c6c312ed82a,5112300,355,DEBIT,629.38,C1781684428,17655.0,C93927895,697815.99
2,65658372-5e35-5d71-8708-cb4c79f96e6b,2329276,188,PAYMENT,1581.03,C878865808,3287.0,M1782681129,0.0
2,4c02fc4b-1df2-5028-a276-bea4a22a1630,5665129,396,TRANSFER,41367.69,C734381670,159771.78,C1969149148,223615.83
2,98ae62d6-743c-530b-bdb7-63abb831af83,4600851,329,CASH_IN,430856.62,C1187111080,758.0,C1670618113,446252.03
2,808e7265-2594-54dc-915c-45d07d357596,2491876,204,CASH_OUT,20460.71,C76214045,20748.0,C1446582195,0.0
2,890564f9-86ac-53c4-87b3-afea517c14ae,1485358,141,DEBIT,247.61,C982759163,723.0,C1383587212,6458203.93
2,30842c92-9a8c-5787-a0eb-aab7844acb01,5571712,393,PAYMENT,14358.53,C713541232,137740.73,M414735759,0.0
2,fd7a6b00-eadb-5489-babc-07588c7ea406,1766327,162,TRANSFER,27692.2,C950863252,49399.0,C1150141315,916204.31
2,f8e52ae8-a728-592b-8801-6a63c659044b,4913196,349,CASH_IN,18876.7,C694223312,8212134.89,C2008197025,74314.99
2,9689c7c7-318b-5d54-9773-0803a2012cad,549447,21,CASH_OUT,29905.17,C168955004,158115.0,C775404726,242080.93
2,bd7f27a7-3f8a-5e52-9b92-0bcf8cb79803,2958631,230,DEBIT,2494.07,C631544920,31904.0,C1527732029,35276.66
2,9953087b-5c35-531c-acf5-184a2a3edc98,646258,35,PAYMENT,4351.55,C1434077998,50199.0,M916688243,0.0
2,d4369769-25ae-5bda-a9bb-d18b74d2ad3b,3817842,281,TRANSFER,104982.61,C1018409346,505929.0,C2029798285,0.0
2,1a483f13-0b45-5dea-947d-b36a12a6fc5c,5701867,398,CASH_IN,120134.04,C1223282728,31981.0,C1666937638,0.0
2,7f09813e-5503-5372-b7f6-6cd052c134c2,3285078,252,CASH_OUT,51608.2,C244397822,247860.0,C166150217,0.0
2,85ed433b-de68-58fe-b6d0-867a265ced6b,5663777,396,DEBIT,1076.57,C2015550060,26694.0,C1747520865,7531.22
2,55545e5d-dbb4-5fa8-981c-8ced94adfd83,3417353,256,PAYMENT,2541.5,C503789370,30455.0,M815802036,0.0
2,b88be909-d098-5111-93d1-2e174bee5a4c,4068376,300,TRANSFER,14585.35,C1545658670,20795.0,C134069900,216482.95
2,55665210-a7dc-5c7a-89e2-9d37a0f10f3f,2000818,179,CASH_IN,270670.77,C2050295863,1437.0,C1957887873,0.0
2,08d70150-f884-57a0-933c-1f31c5bcee5f,5505344,380,CASH_OUT,131175.63,C1316116668,275838.12,C1738294458,2297103.45
2,9f090ca6-1669-5a48-9a49-d020ca914aa8,5557861,383,DEBIT,3844.64,C246083234,16951.0,C388698721,116234.22
2,4b353f08-e1df-59e5-b887-ac5043fe116e,5216219,370,PAYMENT,15330.88,C1080779553,120535.0,M464223461,0.0
2,4319ed02-cd4d-50a2-89b4-760dbb6d1c80,5511698,380,TRANSFER,96634.65,C719576933,127916.0,C913106066,0.0
2,5b5f5348-d20d-59cf-b3bc-1300c909f57a,2492337,204,CASH_IN,428242.78,C1011392353,1954615.08,C267227958,920246.97
2,b5924591-7c03-5eaa-afc3-2859e1cbc161,533956,21,CASH_OUT,11500.43,C1243769382,12513.17,C1658464102,327844.36
2,85e5f56d-c455-54f5-9d31-3b14fe4da9b5,1456967,140,DEBIT,562.31,C1712151188,21034.0,C1403383590,1369506.33
2,893cb5b5-8d2c-5f58-bce8-c0834e7b6ac2,1282193,135,PAYMENT,9646.28,C551922620,98943.98,M441964054,0.0
2,c34989a7-9d1a-54ab-b443-198313e962ba,379610,17,TRANSFER,135505.68,C654943272,186650.0,C1264185273,251501.5
2,eb591599-ecd5-5f7e-8c50-4c1c09f96487,5533024,381,CASH_IN,19467.65,C729236289,2950011.87,C1609300247,4258832.15
2,baec240f-3623-5910-b9d9-04d4d312b497,2124958,183,CASH_OUT,56501.27,C686237527,78954.0,C948148733,10059.05
2,89065001-bdd3-5126-af54-c65fc6922d45,1067130,120,DEBIT,17770.21,C1147166217,71302.0,C506419052,317027.39
2,65b8795f-696f-5bac-ae7e-21df35d8c30f,5227633,370,PAYMENT,19533.29,C464805695,210543.83,M2003398820,0.0
2,1aa61d85-7c52-58a2-8972-ae64f906c9da,2441999,203,TRANSFER,72389.58,C863971461,335910.48,C1797248741,342736.38
2,7e588935-d1b3-590c-96c3-6a2749e6d8b1,5746346,399,CASH_IN,347794.97,C1921783245,6522717.84,C1365163436,451062.79
2,a1094f9a-ec4e-5b9b-8e0e-4a0934307a00,4559409,327,CASH_OUT,294188.26,C268617663,317137.0,C888469842,67733.48
2,b26c32e9-b2ce-5796-8cf4-dc97739d6255,5835725,402,DEBIT,2736.41,C1224947466,4027.0,C460753921,1785341.44
2,388d84a3-fdc8-54a3-8840-ed96b05f5e95,4888232,349,PAYMENT,6916.62,C86936220,7643.5,M1200658034,0.0
2,a629be25-3c8f-5249-b1dd-c72b4ce9ae79,5809921,401,TRANSFER,39375.24,C272342608,202848.04,C798416869,1602825.13
2,7f1539cd-b44f-5fe3-bc13-55e0463664f4,2520154,205,CASH_IN,293847.83,C1961810270,21829.0,C1439594867,1336482.04
2,4a3f37ff-9d88-5c0b-904c-3bdc10e342e7,5895615,403,CASH_OUT,4538.42,C1187828448,188194.21,C2030051099,760753.16
2,aafc0ba2-a05b-567f-a8c9-8bf3090984c6,4496137,325,DEBIT,1113.24,C663045580,33258.0,C126429406,102744.91
2,675d95b5-f435-5ea5-b6e3-359508b8a62e,1754830,161,PAYMENT,7089.14,C365941666,407308.0,M898947038,0.0
2,9a4e80b6-dded-5af7-8407-7ad7f9ade523,5486593,380,TRANSFER,22940.47,C1209952579,101736.0,C272032524,7852717.83
2,4ff403bc-a62d-5ac2-9296-150e258211d7,3586553,262,CASH_IN,11924.94,C1404190557,843.0,C734468072,130501.46
2,9d46934f-5130-5bf7-9bfa-e55d9e84e58b,6148979,546,CASH_OUT,4345.79,C643546486,19245.0,C1535654727,517009.03
2,2cc24e2a-123e-5036-ba5a-2c8a926f4da1,222023,14,DEBIT,2403.75,C51110172,20505.18,C1059492557,373088.9
2,16df337f-4b88-57ad-884d-d1c8ced9d24f,6206435,586,PAYMENT,18911.09,C578305055,107088.0,M1491334210,0.0
2,a3087b99-5aca-5b3f-9315-211b2a543add,3855678,283,TRANSFER,285883.14,C1778381316,354398.0,C172615040,0.0
2,631c1806-67e4-55a9-afef-711bfc187b87,2556260,206,CASH_IN,32734.88,C527218301,117442.0,C1705237777,1421041.56
2,3781aa85-9c1e-52ee-a4ae-58b0fcbf8fd8,3096259,235,CASH_OUT,14506.35,C577987893,202689.0,C123060976,0.0
2,6fd53182-dcf7-5ffb-b45e-e9e9e65d5328,551366,21,DEBIT,716.71,C103524725,73512.0,C1569819494,250386.15
2,90f688f3-b2eb-5fe8-81f2-4766ecca585a,3955211,288,PAYMENT,59439.23,C1310842701,60727.0,M1561843161,0.0
2,8a5c2c53-a497-5446-85c7-cc2a3bb6edce,6116245,527,TRANSFER,117389.23,C1560322159,134379.0,C2109887342,825550.93
2,e6e6a393-6014-5c43-b68b-b7056db7cd47,3410547,255,CASH_IN,87458.47,C349100968,11038.0,C1581353675,0.0
2,601e45bb-5c41-5b8c-a3be-ebceef7a904a,627894,34,CASH_OUT,242909.17,C14937129,436580.36,C1208238026,3274223.65
2,598498b9-413c-579a-8486-83a4a29329ce,1847119,163,DEBIT,27775.12,C1577146819,114714.0,C1052976055,887867.32
2,e5a09cfe-f098-59ca-a8f6-970a8b8fc8f6,1126990,131,PAYMENT,6402.08,C771805289,50213.0,M290627504,0.0
2,503a27d6-c901-58ff-97c4-ed11d64603e0,6131928,543,TRANSFER,57204.07,C2080854887,57204.07,C2001477258,0.0
2,173f5dec-5495-58d6-8668-43d255c1c8b2,4986961,352,CASH_IN,196561.89,C1386743819,125701.0,C1783197055,0.0
2,9afd9b6b-4e8d-516f-8dc2-b6e0ccd98066,3055186,234,CASH_OUT,92937.74,C1233737910,106433.0,C128025203,401080.49
2,6af0b569-6c94-5aed-b3cb-2cc12b2a7e55,2938071,230,DEBIT,1504.44,C1166741976,16899.0,C24285767,2178920.75
2,7038f227-74de-5ad0-b559-1c834728ea5b,51785,9,PAYMENT,11563.0,C1567005906,18529.0,M565393842,0.0
2,454c7f5f-f609-5519-b553-2efa79e6672c,6294947,670,TRANSFER,9993.74,C19802564,111419.81,C479235075,342223.98
2,f74865c7-3972-5a72-88c3-d1d5be54992f,5319168,374,CASH_IN,335373.42,C1499490555,64046.0,C49170444,0.0
2,38876450-a360-584e-a401-49ede2d5a5ae,562348,22,CASH_OUT,101157.57,C103971919,356124.0,C1846828129,0.0
2,122580d8-53f8-5ed8-a06f-6182625c2c80,4985792,352,DEBIT,2892.71,C502257882,67398.0,C677368548,1301302.65
2,4c1df3f4-29a3-547d-a408-8222c6d90501,6357482,710,PAYMENT,4850.35,C1036571771,99186.0,M996055608,0.0
2,26f4c5cf-a165-5c19-967e-4b8a0efe3f25,5592488,394,TRANSFER,475673.08,C2143609775,611535.56,C1271356875,3531633.53
2,c7bf1853-e86b-543e-8096-7c53d4eb3adc,5009788,353,CASH_IN,239187.22,C1796402026,140368.0,C1772389053,0.0
2,b294501f-7594-580c-8d25-7ffd71aeeec7,683090,36,CASH_OUT,131155.45,C2002436862,178071.34,C81238412,150884.04
2,57d08e8c-e7b9-57e0-a988-5ff06945e061,5625536,395,DEBIT,694.66,C253030065,25626.0,C1862786502,20969.96
2,6481aaa7-95d7-5dac-8434-ec29926f1b47,3867646,283,PAYMENT,19300.41,C93654266,171430.02,M239731910,0.0
2,a93a60d2-a584-57cd-8c36-756daf48014a,83307,10,TRANSFER,2011232.5,C1838385449,2678336.22,C749013731,13678970.62
2,cf5dd8b2-bf80-533c-9173-f1e0d7d5cfa2,3671283,276,CASH_IN,92242.04,C619607896,197547.52,C1337394369,1011849.09
2,3056b961-e4e3-5b45-8b11-9ba18bda6832,2288922,187,CASH_OUT,230164.93,C1510755213,396320.03,C1692414696,298950.03
2,75e1d75b-c0c8-5c75-952c-4909fe007730,2186872,185,DEBIT,5725.45,C1957521614,20925.0,C1176005982,384799.54
2,90318212-6c5b-5876-b480-dbe208cd742e,4833203,347,PAYMENT,29326.94,C324399462,397932.58,M1217532656,0.0
2,cbd18f2b-6013-5885-9058-48de91b10811,4263382,307,TRANSFER,114498.22,C186518569,139784.0,C865052347,75290.02
2,ba3a3dac-c98f-59ea-9e5c-faeac0ba8521,5879822,403,CASH_IN,153050.5,C1132494853,5753210.59,C661593401,747100.75
2,aa5b385a-4129-5a0c-8d6f-f6ea9da0b373,3295890,252,CASH_OUT,318180.66,C1181005058,400960.77,C1996805903,438344.43
2,a248042b-225f-5d15-a467-084a761b6bdb,3591209,262,DEBIT,2878.84,C589289047,8668.22,C43314740,1765533.53
2,0f5f0b8e-bba3-5114-b251-37d5ed152644,5033388,354,PAYMENT,26008.25,C940089056,208279.7,M59422441,0.0
2,ff2c39ce-a07c-57c8-a46e-377cefb5fb47,6148494,546,TRANSFER,8613.69,C1604106734,30184.0,C353345,1362096.81
2,66720c96-2862-5e79-8724-34e3b6043b33,4305298,307,CASH_IN,96619.29,C1553139065,15886286.34,C1091069120,252205.71
2,9c33b426-29d0-51bf-aedd-3fa924d4cc2c,3578600,261,CASH_OUT,110562.84,C469101215,118299.0,C2061164855,1079036.24
2,4efbfd4d-5a0c-5c62-bf37-db1c5e67d403,1686359,159,DEBIT,9764.58,C92351697,33036.0,C1311638415,199728.98
2,766ef6aa-0402-5248-b676-cd360c16e726,4960050,351,PAYMENT,14750.86,C891135415,123760.68,M1014200480,0.0
2,79b57c13-be72-5662-94d4-7f5874f9087a,252327,14,TRANSFER,40172.09,C1322061818,624092.94,C438147393,524230.07
2,0a621106-076a-5b26-9318-2ee62727e903,4954083,351,CASH_IN,112885.48,C111507149,15941.0,C32201107,211306.29
2,e693db17-31c7-53ed-81af-b550294ccb49,1858284,164,CASH_OUT,196.24,C1022686016,11572.0,C1203883973,0.0
2,7ef86083-8792-51f1-8994-045b3a8d200c,1855507,164,DEBIT,1890.12,C2015272332,91446.0,C1179195713,647409.95
2,d7f4f64f-f8d4-5b14-aa53-b8a955e58fa7,1890041,165,PAYMENT,3945.63,C1161137291,19900.0,M1340292244,0.0
2,b0d0ad6c-00a0-5956-ad1b-27704bd648da,6351199,701,TRANSFER,74581.07,C841535427,74581.07,C1628153778,0.0
2,dab007f6-b69c-5962-92c9-c813ed102409,5118164,356,CASH_IN,89013.47,C1633726143,1023.0,C334625809,78572.0
2,1d3b687c-0475-5ea3-bdb3-c18d5515fabf,4307665,307,CASH_OUT,4407.63,C1712462605,5873.0,C357100567,116072.7
2,cbfddff2-613a-5628-9014-59095d82e161,2378626,192,DEBIT,229.04,C1942627726,11482.0,C865345096,63911.19
2,da408625-149c-58b8-a9e6-a01e33d98179,1520505,153,PAYMENT,2060.2,C2024341431,10313.0,M786689039,0.0
2,2691afbd-411c-5c58-8821-16c9bf02fc55,3787738,280,TRANSFER,298263.36,C802130681,336504.0,C671313614,454331.07
3,d96539ad-53b2-5ebd-a594-5d581c3f4c5b,4856602,347,CASH_IN,484579.89,C1453135213,498197.0,C2017807548,39972.57
3,68494fb0-9e88-5576-af76-a17a16452965,5588453,394,CASH_OUT,89308.22,C128005681,159846.0,C400666499,114736.04
3,7c0a0d00-fbae-5b99-a78d-b2bc37775dde,5183102,360,DEBIT,3894.26,C2039113751,34494.0,C1438696240,283440.53
3,7d0790c3-9c22-58d5-8fce-fe8cc41dcc5c,3383530,255,PAYMENT,15064.04,C637601638,226474.98,M408310484,0.0
