transaction_id,High,Low,Medium,expected_order
203f57be-2e8b-5fb6-99a1-74ba85ecd0d3,28.315148,47.439363,36.671611,True
205bedf2-553d-5d61-85bc-40b67037f983,29.532123,46.200699,37.214789,True
2095851f-46b0-5439-9139-f8aa85034077,23.807351,40.727437,31.099256,True
20d7a9f4-86f2-5406-862a-188b40786fcc,20.910304,37.675253,28.797236,True
20f343cb-54fe-5bc8-baeb-fb0a8dba8eee,25.590331,39.518611,32.549122,True
214eff1f-554f-5805-8eb8-0ceee044fd09,32.77111,53.29296,40.689813,True
2182c8ab-233e-5794-bf9a-b805cccd087f,27.436275,45.932927,34.330715,True
21c370da-2daf-5c4e-ae3f-e7525a9aa05f,24.349257,40.924278,33.011415,True
2218b09a-1ca3-5e7d-b0d9-8c2ea5ffcc42,25.825584,39.953201,32.085617,True
221b7076-eea8-5a20-98a8-1d3c311c390a,24.629896,38.352306,32.741996,True
2239011b-d3c6-51b6-b7e8-6f6d065bb3d6,29.846269,43.164265,37.291248,True
2251aa0b-7df1-5823-8e8f-3950438b23d6,37.989718,58.22463,46.054809,True
2266b497-5505-5551-b181-d6b93d0a6dfe,20.476577,35.438203,27.81563,True
22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,20.753346,34.214549,27.226333,True
22e13f2f-c50f-5ca8-b7b5-792aa0436d21,34.85111,59.747601,45.044788,True
22f7e957-ac0b-575f-b24b-e832d58b10e9,21.886365,36.335286,26.5737,True
2460f192-8a40-5a1b-b3d7-f3da9a6294ea,22.470312,36.338176,29.410263,True
2479af3b-eb57-511b-9bc0-707e7f041493,34.061769,60.474255,44.341988,True
24897818-2c71-5573-a17b-c7596e94bc4e,29.55279,48.547107,37.320882,True
24e0142f-f228-502b-94c9-4c72ad8d53e0,25.376708,39.676986,31.259021,True
24e99fc4-e985-5c76-a39c-3790a00e9184,24.434293,41.08248,32.821712,True
25897c4f-10c0-567d-bec4-4239ab833b1a,34.100292,56.361402,44.099382,True
260ddc4b-781d-51f7-82c7-b79f8cc3b60d,32.865083,51.614755,40.851936,True
264edf62-d2aa-5a90-958a-ee73b9ee7e28,31.479179,51.476276,40.154487,True
265e4888-dd8e-55a1-87f4-ce90d23a768c,27.559041,44.42498,36.413756,True
2673d003-770b-5f1b-b738-748a9c1028c9,27.358539,47.066017,37.032992,True
2691afbd-411c-5c58-8821-16c9bf02fc55,34.129504,56.472968,45.905061,True
26f4c5cf-a165-5c19-967e-4b8a0efe3f25,34.343927,56.318463,46.081623,True
26ffec8b-241c-5f3f-aeb7-3df362d2eb95,32.703303,51.727176,40.827736,True
273dc82e-7675-5d7d-bedf-e22a53bae41d,21.998932,36.568598,25.847059,True
2786b6db-7b5f-5b0e-9b70-0fe46d5a4fe8,20.788412,32.319883,27.777327,True
27b99791-804b-500a-9037-8264f5165329,36.683039,57.741359,46.09745,True
27ed83b2-be03-55c4-bb3e-2747d6f11d3e,24.014697,39.584365,33.211057,True
282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,30.760125,51.195669,40.315437,True
283b5935-a00a-53db-aced-f81226d164f4,24.311395,41.037719,31.091321,True
283d3ac1-0eea-511e-a299-dec6962743ba,28.467388,46.734639,35.825024,True
2848dc04-e834-524b-8a6c-571f17bd47b3,20.784263,37.71068,29.791058,True
28ce8a1a-6e37-5249-9545-b0b74bf3d634,31.091351,47.415066,35.669382,True
29282cd1-fa1d-509b-9bca-ac0eca48c93b,27.694682,44.554533,37.00016,True
2a028d4f-843b-5236-9bcf-9db0987f73f5,23.847443,39.579373,33.291569,True
2aa6e3b6-b17b-53cc-ba0a-e5aa3bc90cd9,24.158038,40.965778,31.382666,True
2ac27ae0-f91b-5a9c-ac42-ae4a2d80de4f,20.467113,35.587511,28.208499,True
2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,28.683752,46.235248,36.491875,True
2b34d23f-3619-53e1-bf41-f0c5d3399e9c,34.674871,59.794116,43.630946,True
2b3c67ff-af4e-5b90-8c00-4979d4bb4836,21.562539,37.794418,26.242879,True
2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,24.599792,38.826975,31.498319,True
2b4b96b0-3ff5-5b8b-9eaa-f42d6f3eb8dd,32.992191,51.913521,40.997634,True
2b7495fe-5b41-54ab-a779-3ac6d858464a,27.582147,45.999007,36.921741,True
2b85986c-be56-5f86-9581-6b2a5cf37809,24.1302,41.387673,33.025781,True
2b951803-a57d-5612-a681-262ebe76eb44,27.382882,45.005049,37.214133,True
2bc16360-50db-5aee-a61b-29068ec46191,27.395116,45.795282,36.427834,True
2c6356fa-0c31-5ba2-b738-dc93b35bebc9,32.067271,51.29936,40.687932,True
2cc24e2a-123e-5036-ba5a-2c8a926f4da1,30.918482,50.630223,41.746609,True
2ccf2e7a-abf4-57de-bead-3519274ffb90,31.233146,51.54388,40.416218,True
2ce5b65f-6387-5d6a-98d4-69635ffe9bfd,24.147546,41.180525,31.021218,True
2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,29.867501,46.24803,39.578571,True
2d42d02e-3a21-54b5-b25a-93c0846c7df2,34.535503,59.681445,45.75719,True
2d874521-efe3-5204-a755-3101661d0f7b,21.231071,33.401403,27.138976,True
2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,27.848442,49.047609,36.790449,True
2e172956-2389-5562-84e0-93782593d673,29.863333,43.46684,35.230792,True
2e1b4eba-37ce-5d1a-9a3c-40677efa55ce,28.008974,48.003698,36.647029,True
2ea70c4f-d6e3-5ace-8f02-cc824333032c,34.44184,52.39573,38.656033,True
2edc9143-e848-5790-a928-f3b25a763c8b,28.133558,45.796533,38.033426,True
2f066c91-12ff-522e-8288-1aed3b49b1cb,30.848756,50.376475,40.716778,True
2f2d1543-4a6d-56ff-a637-f74f4688b0a3,24.201001,41.453947,30.952205,True
304d6b71-cb7d-517e-a03e-61cf8005c452,25.984489,39.899204,31.166002,True
3056b961-e4e3-5b45-8b11-9ba18bda6832,27.376588,46.356719,38.39379,True
30842c92-9a8c-5787-a0eb-aab7844acb01,23.964516,38.966213,32.005811,True
30d84ab5-d210-5429-97f4-80d820d5b7a0,36.070427,59.172996,45.620695,True
314a3933-a222-5e37-b782-eef32559529c,31.161507,51.026492,40.224561,True
31e6944c-29b7-55d1-8487-5d2d17ef3627,32.769711,52.096379,41.438373,True
3202960b-2340-5c6b-beb1-f97e53d3a33c,31.079964,47.411077,39.350934,True
321239b3-1a43-5628-9452-8cf98a400013,29.278433,46.782098,36.757806,True
322d8ba1-bcc4-5621-9019-97052c2ff222,34.858527,59.607259,45.646443,True
3262cd0a-62d0-55e8-be0b-098c5f71f690,36.247779,57.812768,44.139441,True
328112ef-2473-5750-921e-45a755320dd9,25.03955,39.587696,31.446071,True
34da903f-7e56-5c94-841c-fec284510882,33.250813,50.75524,39.739866,True
34e3c383-4ecc-533f-8dbc-5e473272df2a,36.72191,57.980578,47.396759,True
34f66708-03e7-54ce-96bd-68fb55af9d91,30.573995,52.482758,40.450687,True
3538eb3d-c151-5982-83dd-d4b0f95ca975,36.68988,60.375685,46.282121,True
35d1cc07-98f9-5f64-9129-0e64179d3650,27.589055,47.518069,39.306733,True
3688d699-da7c-50c3-a693-c6cced2b247a,36.23439,57.303896,48.503538,True
368cb8d6-9688-527d-9f98-6d3cf54bb7b0,21.977626,36.975983,29.020442,True
369cb39b-4ef4-554b-b64e-18c3f9b6e25d,31.587178,51.388589,40.688441,True
36b14bfe-c463-57ea-8c02-05e3b988b536,24.860814,39.327108,33.793884,True
36bd460a-f525-5113-82db-051a9777db22,20.882616,37.764866,27.59716,True
36f983d2-c3e7-5500-8814-615af9459f66,22.763057,37.884845,29.069507,True
3781aa85-9c1e-52ee-a4ae-58b0fcbf8fd8,27.2281,46.80273,38.294571,True
378b4515-f4c3-5f34-b14e-3fa204c98ac8,20.855283,32.496999,27.75672,True
379db4d7-1d43-5d02-bf0d-a48c030b0571,25.402787,41.058305,33.280807,True
37ee98da-5ed6-55a0-8228-034d423f3702,32.686246,51.366174,40.704203,True
38876450-a360-584e-a401-49ede2d5a5ae,27.326101,42.617416,34.897944,True
388d84a3-fdc8-54a3-8840-ed96b05f5e95,24.079258,38.958083,33.505953,True
388fef44-d9ef-56b6-9503-bb028ffb7041,20.943183,30.402625,27.713084,True
38afc6be-6778-54ae-9b18-4020b0941ce1,29.569437,44.19282,37.421046,True
390a9fa5-8097-5880-8bba-3516ba408373,23.874303,39.600996,31.070911,True
392c7d8e-86a8-5c33-b71e-d1f21cbbda82,30.722298,51.393097,40.127322,True
396b9b39-d198-5079-8348-b849508008d6,21.792215,36.303035,27.249154,True
39b5d89b-0edb-5f74-88ff-2d1c2d0687c5,28.661567,46.402255,37.053828,True
39b5f649-fc3c-5de6-bbab-1a12422f73da,21.665201,35.918033,29.011469,True
39fe0d9d-682c-57de-bbd3-72a0ec3a6353,21.246324,33.261438,28.225931,True
3a26f065-7e73-59a4-9eef-d3025b75f0b1,42.911684,57.922645,46.336047,True
3a4cdd1a-cad2-55a7-bded-41db175f6115,21.998298,37.239955,29.333273,True
3aaf66d3-ec08-5c98-b89b-9b13173ec4d3,36.729046,57.95436,46.27495,True
3aed643d-5062-5100-bf7e-5299ecd1fef5,22.773965,34.784997,27.670773,True
3af062ad-5815-5a8c-9f8b-3f09e9865e2e,34.557882,51.599218,42.772498,True
3b85d143-e148-5999-95e1-6af03148a3ce,33.896982,53.431971,39.367326,True
3bb364bf-9182-5063-b60d-50802b3e35ff,28.535996,46.171762,37.308156,True
3cd00f57-7925-54dc-a73c-d5e44ee8f752,29.402485,48.007481,37.223353,True
3d478182-b4f9-5855-b5e7-42c7dbe33b0d,21.747251,36.903864,26.77885,True
3d656471-8cc9-5f93-9d79-428b797d3231,34.486217,50.366083,42.904165,True
3d7eab65-5ab0-5a83-932e-4ce7eb1ce406,20.79992,36.025907,27.533343,True
3dd4141a-5e24-50dd-8cc7-29c9dae5058c,30.702964,53.143522,40.490247,True
3e583b27-81f9-5b73-8b17-c22732c22818,21.930145,33.481429,27.565065,True
3e7aeb55-e259-5eeb-886b-b1f178e00465,34.524178,55.765381,43.58568,True
3e98491e-a94a-57a8-bcae-987000fddd52,36.221541,58.724627,44.456505,True
3ebb052d-8ccf-5e8c-aaa2-20876c39c1cf,20.589361,35.634061,28.297114,True
3ed8e8db-be14-5580-89f7-47a39a199b50,23.938977,39.884573,33.488319,True
3ee89359-b9b5-5aa0-811c-bde4275cce10,31.135792,44.067709,35.451432,True
3f5d0ef4-7d0c-5784-9114-5669e1a94ef1,21.86146,31.546211,27.784455,True
3f75da4c-2fac-5a28-bd1f-7b4733dd02bc,34.3621,51.98984,42.523071,True
3fd8cab6-c6e6-57c3-9a43-2158a9502e61,32.783666,52.787528,40.923647,True
3ff26729-2676-560d-8735-1e3285f5add1,20.535879,35.55695,27.952537,True
401aae90-ce77-5922-bc4e-cbefcfea7e97,27.737849,45.981089,36.833936,True
4052d61f-3f94-5d1d-935f-d8ec1112f3ad,37.901325,59.83947,45.976966,True
40c420b7-24b5-5a35-9917-7b8e9caa078f,27.485749,47.059912,37.212307,True
41aab73d-40c3-52e4-9e7b-3dcfd34021ff,24.531835,39.265311,32.825702,True
41b46779-6411-5f87-b815-259a5c5fc857,27.652288,47.612912,36.435647,True
41da1495-acb3-5a1f-ab61-51b1f1ce286d,20.782754,33.278243,27.562721,True
421c2e02-35ea-511b-99cf-f2bd69cfd59b,21.640268,35.304598,27.847714,True
4229e081-2dc3-54a8-a11a-2bef1a3e29df,34.586673,60.229103,44.111978,True
429eb853-c7c6-5415-bfd1-c914b810c526,38.111964,58.122175,46.21272,True
42a3b91c-40c4-568c-90da-8d64749f198c,30.846539,51.270724,40.744597,True
4319ed02-cd4d-50a2-89b4-760dbb6d1c80,34.151596,56.918358,46.651188,True
4411648a-cb96-5dac-b7a9-c5682ebaba47,21.306189,34.37736,28.138681,True
442336dc-4c7d-5168-a98a-0e5cd4740dcd,30.791623,50.308272,40.36009,True
44aa37e4-dee0-5fab-801c-ad05c8679e55,21.58097,37.227346,30.289252,True
44c727c8-fda9-51d4-925d-38a407143a53,20.765608,33.845659,28.008293,True
44e31cfb-159e-583d-b08c-4765363b5223,21.432299,35.224004,29.765632,True
44f656d8-f789-50ff-8192-036516dc5a30,29.213336,48.200855,35.571612,True
450f03da-a2a1-5458-b553-207ac44a4375,27.575682,46.937373,36.950326,True
45119a3f-834f-5cef-9ecf-012b3023a199,23.870089,39.8923,31.453237,True
451e25a7-5df0-5f51-84ce-104e5ebd748e,28.268275,44.321165,36.647065,True
4536a69a-918c-5d76-9dba-623107918f91,38.780951,57.899501,46.153795,True
4545a431-48d9-5d30-9133-a18bb53f106b,27.7599,47.717221,34.843981,True
454c7f5f-f609-5519-b553-2efa79e6672c,34.157823,56.512504,47.057003,True
459553f7-a663-56ab-a69e-2038ea7ec774,34.630278,55.780333,44.187008,True
45adfa5c-351c-55d2-a06f-3455cba9c7cf,24.935474,39.93048,30.786524,True
45e3c8a3-d110-5da0-b421-392b0c2e5a4f,23.980321,40.312624,31.17688,True
45ee67e0-eb16-5ac6-9671-12732fd17f5a,23.88221,39.860556,31.221031,True
464f9282-542b-511e-8c76-bf3cabfe4fcd,20.815649,37.632931,29.994662,True
4657cfb6-f0e3-5e55-826a-0ed9c60011ed,27.733548,48.251661,36.992168,True
465943f9-b405-5f0f-bab1-3dd89a9e3adb,32.758157,54.010164,41.745217,True
46a1d0ac-b37c-5c1a-bdf4-cbdfa55a5393,27.589517,46.003699,40.309165,True
475a5a50-0621-58d2-818a-c08da3d9e3bd,21.566,33.831258,25.991691,True
47cee5b5-0f9a-5559-853d-91b51f88e7c1,25.984899,39.832286,32.206592,True
47cf7f6e-9324-5d89-b9c2-572cd784ab70,22.887002,33.67213,28.375982,True
47d1d229-1706-5b29-a434-27dd76dea888,28.030762,44.155798,36.657937,True
47db0cd4-c767-54e2-abfa-82abfef09f8c,21.601116,34.251453,26.146769,True
47e9e27b-4a99-5ecb-af0f-eabb7d128a52,29.853109,46.072568,35.539029,True
4803e211-29c2-5222-b550-2af225cff654,31.131463,46.551437,37.187373,True
482789ca-6ae9-5dfd-8ab2-57b07e87dd11,26.006824,39.979053,31.193053,True
48b6e754-652e-540d-b04e-77eafe782cf8,37.8692,58.109015,46.161472,True
48fd5036-9096-5791-9306-d6470463627b,30.594544,52.855434,40.506636,True
4917b270-f264-5b3c-bc94-805958881348,34.675673,59.884133,47.438851,True
49410abc-a6ad-5655-abb7-bfae8ae98437,25.167318,39.865899,32.336189,True
49449617-6ceb-5927-9d23-7ee69e1b3a73,21.507951,33.887512,26.838734,True
4995cb17-1b47-523f-aa97-a0708884aaaf,30.799052,50.643207,40.523863,True
4a02d157-c724-58b7-9a46-40e7dba46771,24.188179,40.807399,32.820636,True
4a3f37ff-9d88-5c0b-904c-3bdc10e342e7,27.345924,47.526878,38.379779,True
4a499576-8c25-560c-8d4f-8c3d4ad38cd4,23.973822,39.117433,31.184642,True
4a4dcb91-10af-5c4a-9af7-6655ec54a4c0,27.717677,47.530373,37.099669,True
4b1199a1-d187-571b-b870-739a707d2ec7,20.439519,33.44476,27.754606,True
4b238cf0-8b0d-5c34-a7f5-69ed6e692610,22.36787,29.753403,26.655264,True
4b353f08-e1df-59e5-b887-ac5043fe116e,24.031188,39.172899,31.351865,True
4b3a1c16-ef2b-5432-8e61-6e344b009dc8,34.676486,56.919157,44.490202,True
4be9789c-fe30-5118-8299-2dd2d4c3f664,21.604069,33.657452,28.253747,True
4c02fc4b-1df2-5028-a276-bea4a22a1630,34.203255,56.754749,46.044377,True
4c046df8-09f8-510d-92d1-414ed259c5b4,34.665781,55.912696,46.112796,True
4c1b68a2-df2c-5e23-899f-135ec5d4047d,31.157977,51.075007,40.446393,True
4c1df3f4-29a3-547d-a408-8222c6d90501,23.906336,38.929795,31.980066,True
4e076bd8-c0dc-57f1-93c4-269e95a4cb8d,27.439293,43.195942,36.803888,True
4e1f5d0d-dfac-5477-800d-f585f8e4cd51,22.8474,40.666392,28.708233,True
4e27569a-1e09-5735-8c47-ce3ec1034469,24.592912,38.48541,31.088111,True
4e8e41d1-4f65-5bb1-9515-03c1e5039c28,32.737266,51.740518,41.052356,True
4efbfd4d-5a0c-5c62-bf37-db1c5e67d403,30.915548,53.363428,42.311894,True
4efe1b98-da81-5c6d-9aa3-5f2ad1fe4529,35.422785,57.746407,47.263235,True
4f4461c6-d62b-5328-8f3b-800dd35e5de1,31.895033,54.404939,40.461676,True
4f4a5a2d-0b51-5ed2-91da-723ac6bdfcaf,30.769309,50.703071,40.973594,True
4f9b0a41-1336-5d08-a8e6-7905d85457a1,31.149117,47.122097,35.315928,True
4fb86755-81f3-587b-b377-695d2c54a26d,29.920651,46.095153,36.663319,True
4ff403bc-a62d-5ac2-9296-150e258211d7,20.551806,35.50749,27.951869,True
503a27d6-c901-58ff-97c4-ed11d64603e0,34.175231,56.823625,47.306267,True
5086e784-7196-5863-9b8a-c925cce0b513,29.470672,48.784901,37.223158,True
50c10c8f-9457-5769-a637-fa5755c80432,31.189623,51.141157,40.011192,True
51268208-64ea-5774-ab37-a5eada5c0b5d,36.42955,57.877424,46.062059,True
51bf61fc-4bef-5a0b-ba3a-db560b7c15ae,29.876167,44.631071,35.677408,True
51f25864-70bb-5a54-8692-45f1235084d4,34.985833,58.194563,47.412535,True
521d4d2a-f633-59a7-884a-f3bbc4929ee4,31.29446,52.843838,39.974469,True
52ae4d57-4a9b-5ed4-ac7a-40f98ad53cf8,21.632735,36.845909,27.211112,True
52bb35c2-0cf8-5d76-95d2-18cee5bf6593,36.340498,58.137745,44.791783,True
532cb3d3-5f9c-59aa-ba03-f6e2230b8058,32.486935,51.908179,39.120942,True
537539b2-1eca-55bc-ae30-d94747c11b06,34.538066,52.081356,42.523681,True
5411e666-5a63-5f28-a5a2-7bc1f5150776,24.588833,42.338867,30.566886,True
