transaction_id,type,split,rank_within_type_split,deterministic_rank_sha256
3d7eab65-5ab0-5a83-932e-4ce7eb1ce406,CASH_IN,train,15,117e679807715760acd57e11873dfbba74e7ee565f6529b13c458f433ff5a099
39fe0d9d-682c-57de-bbd3-72a0ec3a6353,CASH_IN,train,16,11dffaf0d5cdde2ca0388d978551347349fd7f0ebb37184d281826361c1cb38e
af29f04f-e7df-516c-afb9-2ffb4a95c393,CASH_IN,train,17,123663e82c3843baa86b992687d2bd7e40863a69cff822909851ee2d7d597e34
8e0a498f-4f2b-5a94-bb2e-a92d031e37e9,CASH_IN,train,18,13785051468ff4f564122e2677a6c7fcef725f98ee9f0ce805998ef6bc6d7fa4
0ba231bc-5c82-5feb-a1e8-c4074ee665f2,CASH_IN,train,19,1379f3163d90cc47fd27e42fed1835ec9b3b211fd1e8148fae215e6bbb7ca91f
b55b4b10-7f8a-5484-9b25-5a0c4ba5c944,CASH_IN,train,20,14b3a957518d023775f5a35817bd96db69c7868ec3c80bc907f8cb2c25ccdd4c
bcffd34b-1929-5db8-b88e-1998a3901c9b,CASH_IN,train,21,15eb1ce5696181f5e2e0d120512bbe288b1131c67f239a998f5a09743eec4148
69b503d4-bddf-5825-80d2-b5947af68399,CASH_IN,train,22,167ace93aa007d6376066691c264a453df12dd9135729632288e5f5d39405296
8caf59a6-2123-5793-8a99-6a869fa88adb,CASH_IN,train,23,1819b07959a578027e0225e9a0dd76cfbca88bbe36c8f9decd47bf06b5f6b3ac
95fc3f3b-8a75-5026-9c4a-a0dbabdb89db,CASH_IN,train,24,18fb592e85662be933c126320fada1ee83c779a47203e9108ecd398dcaab058e
1697fa3b-b1ac-5e46-977c-0fbca9c9c898,CASH_IN,train,25,1a003e4fb10fbd8b7c905ef3e20d8303f26115b030542ef9cbc59681886acb01
0bd78f65-b6c9-5916-8278-ccecc0039ab2,CASH_IN,train,26,1bce57d4187534219758047ba57503f396037b1929fd575fa45d5fceaf51e2f4
631c1806-67e4-55a9-afef-711bfc187b87,CASH_IN,train,27,1cecae7753fd3b4735a2337f58cf67d8a4b8c58f618122cfdeed12274936fd9b
874a9d07-73b8-56f3-a325-35dc2f6fd992,CASH_IN,train,28,1e1c303170de0645377c9693aa85dddf1641dfeef00a18f4b3ca1b76e6df7eb0
c666776d-a6a6-59fb-87b5-a32d8449a6cb,CASH_IN,train,29,1e6936a95e50d31c7ba3fec6badd3f5825d80facf32bbce19b18fc6cd900cee7
6d1dec28-aa4a-5b38-bd40-8eac146c9493,CASH_IN,train,30,1f0c6ed03ffc3b991df241007112ecc0ecd6f932be9e8bd8d3f3628f060ef900
1a2618d9-d569-5862-a7ae-8a5fec39364e,CASH_IN,train,31,1f7f9720f64eb34a0a4242a2648e9f737acffe282f8d086dc650cc0bb679bf1b
e413bac1-ab9f-5ca7-83fd-62b96e178d4b,CASH_IN,train,32,207868f60c9ddee2dd59b608214b38da663d05df1d9bfeaeb1c9972402e1e22d
d8ac4bc4-83d7-5e9f-a090-72f1569823fa,CASH_IN,train,33,20a3d0baf05f7dac19250621a114c1bb0f339caf932490a90959c0a33f874fea
b6fea3ef-21c9-5bcc-bf0a-ce73223f3f9e,CASH_IN,train,34,218920fcd189bd344ad454a66ec9977b7affdc02b6524f1b7f07fededa43a2bc
aa45cc6f-e1d2-587b-99ae-11e9214099db,CASH_IN,train,35,2263933c6cd52b1ffe16c9316f79d17933522cfc63921cedbd2684d88d4fbc75
368cb8d6-9688-527d-9f98-6d3cf54bb7b0,CASH_IN,train,36,23dd6b29243213115c5566eaa6028c428427b63cbc7ef194ddc28f78d1d62506
a9784df1-59d1-5ed3-9e02-e62067d49246,CASH_IN,train,37,25465b849f697cbb5055cabdb5bed653fe8741923d67b39f63995b02be6f859d
122118bd-1707-5e1c-9522-d9f0df13190e,CASH_IN,train,38,25845eb296ea011a4ac9c3daf1dcd692e180ac8c68d2287b61847e13b1529234
851e2411-3c77-50e3-96d1-f67811f66824,CASH_IN,train,39,2b454841f8b2b8a9e7391f051d5a25c80adcc0a8c27eb73aab65ab157db57bd5
ec6acb28-06ed-5ea8-a85a-f6db6051d9d0,CASH_IN,train,40,2c57a57664ff53f6255700e0b4ac056d12a87d2f42d51d2db8966e75ae87f3b1
3a4cdd1a-cad2-55a7-bded-41db175f6115,CASH_IN,train,41,2dd4cad4bd4d617e8c728e1a204d2526c6fe80854f545292dabc8632678ea025
3ff26729-2676-560d-8735-1e3285f5add1,CASH_IN,train,42,2e0568020edea6f3b2d8a66b546842b15f9298564f078220c67b0f31487b1cfc
e1aaa09c-6ba3-5887-9b11-041534ca575a,CASH_IN,train,43,2f603eb587c44ad569d2bdaaa14d15e4be066ac47fde78b889d9e684df7cfc6a
6941b8d3-e95e-522a-97bc-db1b0fc3c553,CASH_IN,train,44,34c2da66fa2886ae09382d8043baa74f670f5afced8b1a81043cdfb6272b657b
6a633e34-5842-59fb-b213-cb6b0d47df26,CASH_IN,train,45,34caea65d40640d80c75ae723792b6f9a02a1d61256cbeed42524ee2fbe34d75
93781cd4-9f05-5c6b-95a1-8753282bb816,CASH_IN,train,46,35010420518bb394612af1be4fd0686043bc5c0cf91fc7d6548fdf6672380f91
55665210-a7dc-5c7a-89e2-9d37a0f10f3f,CASH_IN,train,47,3510921a57243f286baaf78c7af51109c64dcea73f8b25ca3d56b308b643305b
5ad3d190-aa6d-5af9-95d0-186aa170d032,CASH_IN,train,48,36490dfb033b25fd389a5bae4cb2274e69f37a4957707892bf7a83540bf5e288
867a92c7-c270-55bd-a604-7dad2089dd8d,CASH_IN,train,49,39eed57b77e268cb40fcb03af22ab111e5d881b051d92deaa112294f2a9d8ec4
2266b497-5505-5551-b181-d6b93d0a6dfe,CASH_IN,train,50,3b1e260fcd9cc46e9b02149a84e9ba784adde5ffadbafef8f82b6d6dd396bf30
92a5a593-df9b-5057-a246-c80b23e8e349,CASH_IN,train,51,3bfb0bb93b79aacd98a85294764b2e98babf891f439b0a8e46bbc7f252229402
7b5d4486-88aa-5d87-aa95-f5448181cd39,CASH_IN,train,52,3c3c804a802b4e28b34531ef91941c08eb4ef89c393fb6cae9fd74bb753ba862
8c69583c-6393-5b94-8b61-28c049e525e7,CASH_IN,train,53,3df9f5ad3becc36ab11f10fd1a512fc78307fcbc23afc48c2dfaff2cc3f9d5e1
d33ade51-d82e-53dc-8f9c-21c259db5aa7,CASH_IN,train,54,41317030f3f50ecde5fbb96af0ba26cd190ca2356df1300a539410adb12589f9
47db0cd4-c767-54e2-abfa-82abfef09f8c,CASH_IN,train,55,4233b0cb69f50416886ffc1390c16ce41c945510093e22c6774cde5af73d0d69
fadaada8-a5df-53e6-8400-cafff5f28d82,CASH_IN,train,56,49f6052da95819ac1dc2d7af88b34ebdd2f8f0e047a9384ad18aa831b9548161
60c708fb-7463-52e9-96b5-b50c816fcb7e,CASH_IN,train,57,4ac0ac98bae2c6b701030456cba127615dbb385e9fbe5963a7e7fbececa50507
930e2f50-cd9e-55e8-a544-4ff4da83b0c3,CASH_IN,train,58,4b1099dc4e4626fe7fc93fc1e77ec9d070c6708495342a0ec0625ce55bae3b98
f9e43946-1516-5216-b216-e2c36f6ccc92,CASH_IN,train,59,4b63ac7fb25454f9eb86f6bd053f9be80e7b4f7dba4d83f1d349cf96ff6ba582
3d478182-b4f9-5855-b5e7-42c7dbe33b0d,CASH_IN,train,60,4bb5d5ec4588114d977fd30285dc204ea39f36d044c08dddab88ee04fab3dd47
98ae62d6-743c-530b-bdb7-63abb831af83,CASH_IN,train,61,4c5430b82c28f625c2f67db9d0ed74bedc9caf36b7cdd0299ac1ec1431af6052
8b58774c-d397-5e6b-9b1e-3e8a41d74fb8,CASH_IN,train,62,4f668aba543c47f82e835aec3c446bb602aea22f6df36b8d561c081753f162a2
f2dd10b0-ea83-5239-b110-16759b0a4664,CASH_IN,train,63,4f8c24e893351983560df573e55d1edb11309d32c96206fecc3a92150fd3bfbe
6fd04887-a1bf-547d-b43c-81df396c7bfc,CASH_IN,train,64,4ff33b36d301da40ed59fb88c670b64e64e53277fc12effd610f220f943c54c9
cf5dd8b2-bf80-533c-9173-f1e0d7d5cfa2,CASH_IN,train,65,511f70951c2e926a5ec583011e133ab90732a51e64e34992a31e8873319dbb86
027edc78-b22f-5a49-8bea-93a58d26fd20,CASH_IN,train,66,515852acbf278833bc8321bcaef183804c31823b416fe53f592c6d1f56afd422
e3f580e5-5204-53e0-9c2f-42a3a032292c,CASH_IN,train,67,529894a5a107637bec1f490dfb066d5d43cb1a2ec401347f5e5d039bdc1a1ed1
de400b63-9fae-5067-b33a-4fb45bad1d96,CASH_IN,train,68,52cb6070957d473f1936c2a27711d78ab46f29e37fe010906a4f4c2df3118d36
475a5a50-0621-58d2-818a-c08da3d9e3bd,CASH_IN,train,69,55824eaff47af6e6c9fe101eb862e05065b1afc1133e9579a6b8d45cefdecd75
52ae4d57-4a9b-5ed4-ac7a-40f98ad53cf8,CASH_IN,train,70,580664770e6f204e3154b43e7ee6a5cc3650daef9fa4fc204724ba8b6e11987e
7e588935-d1b3-590c-96c3-6a2749e6d8b1,CASH_IN,train,71,58a7e56488fafe0efa4b106e7b3c604b04c4816d342be94d33ea9777c19f2338
03800b45-8301-53c2-9f30-6b7dd80497ae,CASH_IN,train,72,592194d13d965a72091b96492b0d33c67ddf80e9e3e5326486cf3dffe7c88b3c
421c2e02-35ea-511b-99cf-f2bd69cfd59b,CASH_IN,train,73,59e686909474bf65bc9b90ccdc8c82fec4f1fe5330a00da2e1c0dffe23aa0825
22f7e957-ac0b-575f-b24b-e832d58b10e9,CASH_IN,train,74,5a56ce9e8aa7c577400c8b08b53be320c00bdbbde6ffad4ecf5e1a381e6a0716
f2469e5e-b855-5f4f-bc5d-49bebb618767,CASH_IN,train,75,5ba3c707f17e0afb8a440a1b971010d9d40f022c32becf92975132d942411a19
04147f2c-067b-5551-99e6-2a9106a91ad3,CASH_IN,train,76,5cd49e28b2106bbd6d7aeb05a4453fd6147b78c4149600544fe939c89644bb64
388fef44-d9ef-56b6-9503-bb028ffb7041,CASH_IN,train,77,5e0fd47ef7ca822e2af85f23c976e46ad8e89551c495b0fb695a306ec64a8e73
49449617-6ceb-5927-9d23-7ee69e1b3a73,CASH_IN,train,78,5e2939247535e0fe3861ff8d56c434b0dbc9a5cb9273e1541bbf0d50213c6e3c
591f7192-0db6-5355-bab8-13723fdf9764,CASH_IN,train,79,5eddec424ac529959cc4298953774a5690d79e0ca24b5ac83b7803bff3ad2b43
89dfa62d-d9c8-5a51-b401-d4f9136c9dad,CASH_IN,train,80,5f7e825ec8c135914c24bcbbc12fd0cffc0fd38d7d23ac0ddb65fe1e0100d102
597ce5ee-2a19-5d81-b0a7-8564ae063242,CASH_IN,train,81,5fcf4f6a0c07f461a7a7dcad427716e2a6328c738e956e3e5bdad509977be39f
378b4515-f4c3-5f34-b14e-3fa204c98ac8,CASH_IN,train,82,6007efac9b174c084f28927c0f057cb3ba5af2c0c5bb4c730e007dc66950aaa6
81c33694-313a-571e-afdd-a42b7e3922b2,CASH_IN,train,83,608ffa088973780f80724c76543bd9954884ece0e6e77ba59ee7af442a783427
1e3aaaad-794a-5c0e-8bd1-30a486532bb6,CASH_IN,train,84,6141d73e44f4294215fb0c8d7699c6e7f7eb169008302695c04bd2d097c8e2c7
273dc82e-7675-5d7d-bedf-e22a53bae41d,CASH_IN,train,85,61d90e6a0f2f975a260c5398dc1263e85828b5b21022d4a3de8659627347239a
4411648a-cb96-5dac-b7a9-c5682ebaba47,CASH_IN,train,86,64c96587c0758a824debd3fed33ed9c22c741218190bf3fb843db6a04df6d950
7100cb75-ad10-5b3a-99f7-53ee368eb8b4,CASH_IN,train,87,658ac5eea0abe8190772fc987ccccc0c6a2f15e1efa7f795821cd02f3a2ea03c
f6ff0fe4-04cc-5668-820b-e40fb9d593cb,CASH_IN,train,88,65bc4df2164b7b451925922d6209e467a39e9ce07bdff66c259a717b17da5070
22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,CASH_IN,train,89,65e83129dfa766be2ecc43d50f73fe6bed39962f7705959394a0091bbe841a55
2460f192-8a40-5a1b-b3d7-f3da9a6294ea,CASH_IN,train,90,66882241db2cf3d3adb2ed8205dafd1a1c8caec1d67d4013ec97a694c27a0a12
857f69c9-7e9b-522b-aecb-262a4fea3e57,CASH_IN,train,91,66c21729367425cda705f4127faa14e6d30f041bcd3085438249be39c46f1d4e
7eb964d8-e0d7-58b0-a92a-4f9f86c93fef,CASH_IN,train,92,6879aa197dc388bfff5b0b2b9b4e4a8045bce183c23aa6a26779f0b4c090ed60
4e1f5d0d-dfac-5477-800d-f585f8e4cd51,CASH_IN,train,93,6b6c8bfa05be3d9ebd5603dd311e795b66291ff8e6b0e570334ef1e61727e581
f74865c7-3972-5a72-88c3-d1d5be54992f,CASH_IN,train,94,6c232b35e258109231d45bda622188514d717f8b9fbc6c7d17763447f0b1ad9d
7a08800c-3c7c-584d-b694-3987195a7242,CASH_IN,train,95,6f35b38e7c818827b4befea1773969ee375d59346dfa386a830bc82eb374ddeb
02f15c4d-03d8-5ae0-8951-33b67a411614,CASH_IN,train,96,70920c6f69234fafbf4e81adb8b6ec00bbd8b4b808ae142ec5af3eb65f098e6d
0331c0ca-4ed3-5b7e-9af1-ea42c5f3eea7,CASH_IN,train,97,73e6d2601155b5809d144c4080178218bdfa77adcf072268ababe7acf7e801bd
4b238cf0-8b0d-5c34-a7f5-69ed6e692610,CASH_IN,train,98,776443c1e73c4d8f1cfc1fbd939ad7783b49249b91c9480515862042a9ed871c
39b5f649-fc3c-5de6-bbab-1a12422f73da,CASH_IN,train,99,77f9549fef57005af66bfdffbee7b5bf97fcd918d3d0a01360c3375b8ec40c24
c7bf1853-e86b-543e-8096-7c53d4eb3adc,CASH_IN,train,100,7a9980ebe095e85cb907913cd5caa89bce37b61e1dc6daee5c8392bc7e5ef219
41da1495-acb3-5a1f-ab61-51b1f1ce286d,CASH_IN,train,101,7c9c47b98b083e69c93884a4c6ed596d5d6e0507afa91ff19193ef01e35add35
c39b0979-23ef-58f5-ad02-2a26b0f38566,CASH_IN,train,102,7cb8652de47d308296d3527d9f1c1d7e1dd4b2a90822bcf6136af3f1d845a247
a27d184d-5d28-5052-8dad-eb24df6a1c6b,CASH_IN,train,103,7d353653692e310b3094d57f4b92dc4a98aabc6baafff5d7e7205f2d735e3dc8
c9c2a1a7-9774-5cd2-a6b0-9d9ae5f27dd7,CASH_IN,train,104,7d5765443fff9059193c15682ce6b54829f6f3558340681aa19455438d1cc0d8
942f23af-3b37-5c0b-8711-05554a82aaef,CASH_IN,train,105,80497bc8cbc7113501a5c1cf4a5a9f9949c03389a226afda468be16df941cb28
44aa37e4-dee0-5fab-801c-ad05c8679e55,CASH_IN,train,106,80c7dc52578971779f9590877edb8138023665cfa2c285c5a7924b0912a4083f
93498620-c1d1-5b70-bea2-8e72b07aa1a8,CASH_IN,train,107,81bbdd5e4bf923298c7f45e9cee605eb3562abc627808ed4dd50f8d1c21e4f41
0d72aa38-cac4-521a-9625-5e0d947720f7,CASH_IN,train,108,82595f987966d51136155dbc0e8aede97754e3f714e954b174ad19d0c5d5699f
66720c96-2862-5e79-8724-34e3b6043b33,CASH_IN,train,109,8277e196029d13eee06865bec0eaf0bd65acb47de0e1899d0764e05cd1292b2a
0d7abbb4-76d9-502c-a2c5-a9575d2221c7,CASH_IN,train,110,83c096782bd90183431f57886436cc220befdde8255a4f66b813834011d6bfac
f10b952e-aa55-5b23-b67e-ef8ec15da924,CASH_IN,train,111,863898d4fc797a22652c4893b7798ba35c56df9b6105acb4d13ded63ebe159b7
6cb27940-cab3-59ca-aa3b-a2b74503dc24,CASH_IN,train,112,86f73b181aaeddbf6f417ac980f3c67a65580f55a09c60325166aeadf3ae44ea
a8ac9d20-e459-5e0a-9ed6-151190c12dc9,CASH_IN,train,113,880d3959c23fcb3080987d8f8897409a16a650f17e0c9dab1dde4ebfd970fe35
c6693a88-1a8e-5cd7-a59a-6f58053b6dfa,CASH_IN,train,114,885918eb0176aa5adba3446af5fc87949ac7550aa92550537f25765f62164e88
fb3bf8ce-db9a-54d7-aab2-b7a10889ec9f,CASH_IN,train,115,88b52ac21f986d4f8e700960e808faa8c1de77fc27d8f3b794a58ca060f8e5ea
44c727c8-fda9-51d4-925d-38a407143a53,CASH_IN,train,116,89a4a9d55b3befcc261b9c97209c78da128280c19cbd3775c312e2af38ba7f36
cdce8291-8282-516f-a7ad-4a52d8918d1d,CASH_IN,train,117,8f4380fa6255f070c8d17a630def0aff5dc35b0fc0702b1a781f11654066248b
9a53bea1-f08c-5cc1-b479-ce63dff5b81a,CASH_IN,train,118,8f6e731da02186c159d698e35d6f0bd825a810c5cdda596a1c87af7c954c8af5
464f9282-542b-511e-8c76-bf3cabfe4fcd,CASH_IN,train,119,90955d872562e9d0b81b88c8a0c9d7b3ce7fc1aef1d7cebd53d65a71c0aa48f2
e8170356-ff90-5138-9200-a677bfb48b74,CASH_IN,train,120,912458dae19390a4ee72af2c6500239f4b04c77b08f80ead33b8d21221d651e8
44e31cfb-159e-583d-b08c-4765363b5223,CASH_IN,train,121,91f5925df53c8b23a112055cebd08040c2db90a71bbeb83c775141d6ebf2c0f4
6288f687-272a-5bcd-96e5-7949c796f2de,CASH_IN,train,122,9214b3447bdbded04dd238336d65089eeb15157e3c407947ddd9bc5eb93427ee
b2e8b000-e7b9-5e46-b821-a1e00588d172,CASH_IN,train,123,9272faab3f8a4169106f13812e08e52d2906894c3aa87973d3eee59e678727bc
2b3c67ff-af4e-5b90-8c00-4979d4bb4836,CASH_IN,train,124,9293ffb76ab92e7bf6d9a3678f8fae2c7e442a9c2bb00b31351579908789bebc
d2b27235-eee5-5f56-9154-a51928ddd757,CASH_IN,train,125,95a99036beef1c6b439dbfb06755aa9c49af9d142a41f2495377ae465774f1ba
54d025f6-1c5c-5346-9eb1-7e7aa9bcda0c,CASH_IN,train,126,95f6fc3862bf86961ff62225a56b33b6698ca4883e5bfecad9cfd6a273a1295a
dab007f6-b69c-5962-92c9-c813ed102409,CASH_IN,train,127,96256c11bb4da95def694ed1c35c723dbb1c787169613f2419ea9532ef694efe
fd8fe201-6cd3-5a6a-9193-18897b9e46a9,CASH_IN,train,128,972f25f184f8d599801993bbc2320ffce7b14516dfc5c1c22fe7814f618d1ec6
09ac347b-27bc-511e-b961-ac76c23466ef,CASH_IN,train,129,97c5a022c470a877c3552316fde539d1536fb0bc2f92eb20d261044562685600
e39a7439-f8ae-5ecd-a3c7-3936a6c3317d,CASH_IN,train,130,9822ea74f69c09fac67269e0574aed9809ccb6e87eec767532045a468619c542
ba3a3dac-c98f-59ea-9e5c-faeac0ba8521,CASH_IN,train,131,9a1aaee075f6bdbd84fcc59a18ffd6a42d3ca5901ab41c2f5817a01f18b0a51f
19f29c8c-7363-5cd3-8d5b-15110c3009ee,CASH_IN,train,132,9dcea35c0482959d91ae1d60a5404d595d6dcff1668cf897aa51c12ae206dec8
9d49596c-458f-5b31-82e0-8dd45c5e8dec,CASH_IN,train,133,a01c5b7328134c999082ac5606afd3bdbe50d9deb4dd9e27114bc621082d13ab
f8e52ae8-a728-592b-8801-6a63c659044b,CASH_IN,train,134,a132db75831746542182975b359f1309377cd4cd1c1b23ce85ca96ea713a3d3d
c881694b-769e-5295-8310-c54ae88fad8a,CASH_IN,train,135,a4aa1582901e55cc60848ae0a92dd14538e5fa91d2c8852a8f338de54351ba68
bcbc45ea-d316-5e08-97a4-290b5edb5260,CASH_IN,train,136,a55dc7b0001f1bbdeb84be88cd757c2efbffa01897b6844a02c1351bf6b31324
7f113616-76c1-5702-950b-4b2d17a8e09e,CASH_IN,train,137,a5eaf911776166bf0435f6ab56672cf667bf61b30e06fe3a24be9b025a832538
6b77f955-763e-543c-bdbb-ef19c5c88f8f,CASH_IN,train,138,a64a36462927f12692e721d7b4faec7be1d02497d95e833cd7c3282e5a02e18a
36f983d2-c3e7-5500-8814-615af9459f66,CASH_IN,train,139,a660e90f77fbb516a1f6a9fa57724b600ccc06b7fec4289d37dd433de02998c2
7411d029-0801-58fc-a08c-87f86b585815,CASH_IN,train,140,a7b0ba92e0c0a44147c62abc292dc217bfba44dd814fa6ee218cd200d891dbaa
2786b6db-7b5f-5b0e-9b70-0fe46d5a4fe8,CASH_IN,validation,1,a8cdecb2aae3e201772996c4e8097219f5f6e88168861e4885026259b419bf42
ecef5763-a54c-57e0-97ca-e1eba1da9023,CASH_IN,validation,2,a8eb575619c3f38e40232e0a12e575f6824a1428ebcc5ce278b8bffb86b560c2
973a8aa5-1bb3-5884-b1ef-0a1da51c5eee,CASH_IN,validation,3,a92745e4d7540808d54981b7cc8fc21f8ea94a0a106be582969938db5e566188
f8c57f52-aa44-5d5f-81e1-d231232a92ed,CASH_IN,validation,4,a9cf0202e212c3be259dadf8eaea1ce2b43494b4c960183e7cdfc34bf33ea0f5
81e36e4a-f760-5774-8bfd-52861f05f6ba,CASH_IN,validation,5,aa59421e05f25137d71a314d78e69ccc5fc00edf91e905a311299c1c9cdba74a
eb591599-ecd5-5f7e-8c50-4c1c09f96487,CASH_IN,validation,6,ac52b9d0bff2ea62db5625bd051beaa994bf726a49861a6b19b136c6f5a32247
6e52bc67-6908-56a5-8818-929f64a1f7b5,CASH_IN,validation,7,ac9d562c5aea9cf1f73962b36e9ef94b554137aaf6cc9ad6684e024ecb24a097
5e5af274-2b10-5877-930c-747dbafbff36,CASH_IN,validation,8,ad8540814d78383bf5752abcf4711e727e178077a5497ee8bebfad0a9772368a
4b1199a1-d187-571b-b870-739a707d2ec7,CASH_IN,validation,9,af223bc91a0a11c7d0eebafc4b8e5687c4c9d4136c950652b4fac7f35a243e2d
fe73c02c-d59e-578a-89ac-1beb177bcc85,CASH_IN,validation,10,af732e3f210151ce8cf3fb6048c2f44e2f334341206f34518687ba673446463d
47cf7f6e-9324-5d89-b9c2-572cd784ab70,CASH_IN,validation,11,afad259e952a97c49ab5227e2c67cae2085b08c21e3c68f67cb864f39371e154
f71949a7-2206-57ee-b133-513ed9e85aeb,CASH_IN,validation,12,b3e9b5defd61d81b4e2ec32a1553038cac1036e2c5f34c13557b9f7955a36241
20d7a9f4-86f2-5406-862a-188b40786fcc,CASH_IN,validation,13,b542c98820a1d55fddaabe6b2748576afd9898968d5e15a3c68d249eadc9c90f
5b5f5348-d20d-59cf-b3bc-1300c909f57a,CASH_IN,validation,14,b93c0fe25ecebb70a4f5b419b8be0ff0acca5e30db064ea9e259714fb09178bd
78f1c353-b2b5-5692-81c9-215196b4c09a,CASH_IN,validation,15,babc921ac890b4b492c486b8ba2bfe807e6b9869686f736be4ecaef8553e9f4f
ecd3398b-a4ab-534b-b381-be1511f1cb29,CASH_IN,validation,16,bcce8e5ded21cdbc5c1d740a6bd76cd561b103ef97986190ed4738e044315317
c9a57af1-cf4e-566a-ac82-2c39cabaa8a6,CASH_IN,validation,17,c05a3b26bcb205aa3c268e42e00a9a979dd2689efa732488ce7bd65ac969802b
950d1f4a-eb7f-59b9-9e3e-61997d84c79a,CASH_IN,validation,18,c11f07144bbeecb5a5e8baba3a9fb64bdb3fabb36ecb8585eeb20a5c3e2c7bb7
9eb1930e-a7d2-5dd0-a9fe-ba63d7c99908,CASH_IN,validation,19,c3350741480af66972eb8e89e2dee881ce758c7f2a4bd71a29712dfb10936897
9c998e85-8254-57ec-a3c5-af61494efeaf,CASH_IN,validation,20,c45ea7f47763e371767224ca72226ed366a1fc5179756ebb36523d32f554672c
7f1539cd-b44f-5fe3-bc13-55e0463664f4,CASH_IN,validation,21,c558c8c3bc62b8ce5afebf0934c09a047c65d10163a9cbb542859558b272dcd2
b83a3fd8-f604-5f95-84b6-2eb1d07e25ca,CASH_IN,validation,22,c5fa3086add1d1d82877884886950004bfdd79e2882f041c2330766556f689e0
885d8f13-c8e7-58aa-bc82-7f145ed7653b,CASH_IN,validation,23,c6c06a10cb0032bea3237a8a10d3615d0262813e01dbeb2993879d335422c10a
793ce8e7-d57e-5caf-86f5-967b65cfc5b4,CASH_IN,validation,24,c7ab8e345ec2eb09cdde5058ca3f03358906c102083cded3a37a6580527d4456
8263245f-0479-50e7-8d50-1b6d6c85852f,CASH_IN,validation,25,c7fdb2b06379456fc6d92026a7738462213ff8df1b856daddc05ca7f0304b516
56d6c8a3-df88-5325-99cc-d0913a7e1e04,CASH_IN,validation,26,c9a96c2da091f1a7e19311a340eaad2136b517ba337f56a37abb33c0d59d3e63
3ebb052d-8ccf-5e8c-aaa2-20876c39c1cf,CASH_IN,validation,27,cb771fbba37f14a99a6070dcc6905e953eba44af11099df7e2ef5815c225aa55
e6e6a393-6014-5c43-b68b-b7056db7cd47,CASH_IN,validation,28,cc0d684b3a5fb1f06ee7b7c69356d6306e2cd3ef44133f6a57dbb3088e1c3d36
88fdb1b8-da96-54ed-ba92-6f0916f69f8f,CASH_IN,validation,29,d00bb9c1d9c9904dc21ceca20f9718c0d42a05fcdd0757f88776586f8b653020
18ec400b-f09e-598e-9580-72cfe6f2aa69,CASH_IN,validation,30,d0245be69c593f6e8f429c126796094a3a26e8fd479bf94a8d0d82df48c2a9b9
6e62127f-2bc6-5588-a288-ff8c9a7400a5,CASH_IN,test,1,d0f5a18a88b2358281e1b2e41222800208673cbcbca354e314a1c3eea6cb1b63
fbf14efc-3c14-5235-bf26-e8deb578edf2,CASH_IN,test,2,d14a6b9272205ad224e80b48d7579379637e36bfe69f3ebf472f2f603f0238fb
