transaction_id,state_replica,node_profile,completion_time_ms
171872c1-d8e5-5c5b-8c2f-9996888502b1,1,Medium,47.194865
171872c1-d8e5-5c5b-8c2f-9996888502b1,2,High,48.09850811957442
174a421a-ff17-5579-b9a9-1eaf6ceff1cb,0,Medium,36.683421
174a421a-ff17-5579-b9a9-1eaf6ceff1cb,1,High,28.6187
174a421a-ff17-5579-b9a9-1eaf6ceff1cb,2,Medium,36.683421
184d4859-a155-50e2-ae74-c7bbd96d08ef,0,High,39.08584518781932
184d4859-a155-50e2-ae74-c7bbd96d08ef,1,High,35.417041
184d4859-a155-50e2-ae74-c7bbd96d08ef,2,High,35.417041
18970099-0877-505c-abd4-294473da83f6,0,High,28.017637
18970099-0877-505c-abd4-294473da83f6,1,Low,45.494045
18970099-0877-505c-abd4-294473da83f6,2,High,28.017637
18c8cec2-85b7-5054-b1f9-ea93bfff7091,0,High,24.527857
18c8cec2-85b7-5054-b1f9-ea93bfff7091,1,Medium,30.893933
18c8cec2-85b7-5054-b1f9-ea93bfff7091,2,High,31.421413114729685
18f186df-5850-574e-bc12-5ac0d788a23e,0,High,26.172499
18f186df-5850-574e-bc12-5ac0d788a23e,1,High,26.172499
18f186df-5850-574e-bc12-5ac0d788a23e,2,High,26.172499
193d27d2-7329-5b7a-82be-a2c4e5a06c47,0,Medium,37.502207
193d27d2-7329-5b7a-82be-a2c4e5a06c47,1,High,35.20303848780279
193d27d2-7329-5b7a-82be-a2c4e5a06c47,2,High,34.746605092916255
19af3230-a76d-59ef-8e4e-9776da7276fb,0,High,31.248852
19af3230-a76d-59ef-8e4e-9776da7276fb,1,High,31.248852
19af3230-a76d-59ef-8e4e-9776da7276fb,2,High,31.248852
19d15394-28c3-519e-a032-838abad9b520,0,High,24.525964
19d15394-28c3-519e-a032-838abad9b520,1,High,24.525964
19d15394-28c3-519e-a032-838abad9b520,2,High,38.205813851382544
19d1d7ea-8f37-54b2-8ff2-8ff6fef08ed8,0,High,24.234512
19d1d7ea-8f37-54b2-8ff2-8ff6fef08ed8,1,High,24.234512
19d1d7ea-8f37-54b2-8ff2-8ff6fef08ed8,2,High,24.234512
19f1d0d1-9e4e-5555-9e8e-4adf8816013d,0,High,30.759606
19f1d0d1-9e4e-5555-9e8e-4adf8816013d,1,Medium,40.548664
19f1d0d1-9e4e-5555-9e8e-4adf8816013d,2,High,44.281245952029266
19f29c8c-7363-5cd3-8d5b-15110c3009ee,0,Medium,35.632430147191734
19f29c8c-7363-5cd3-8d5b-15110c3009ee,1,High,23.097724505956567
19f29c8c-7363-5cd3-8d5b-15110c3009ee,2,Medium,28.292714
1a22f1b1-b2ba-5168-9b0d-f21599564ca5,0,High,36.098397
1a22f1b1-b2ba-5168-9b0d-f21599564ca5,1,High,51.75880461781736
1a22f1b1-b2ba-5168-9b0d-f21599564ca5,2,High,36.098397
1a2618d9-d569-5862-a7ae-8a5fec39364e,0,Medium,27.122878
1a2618d9-d569-5862-a7ae-8a5fec39364e,1,High,21.148525
1a2618d9-d569-5862-a7ae-8a5fec39364e,2,Low,38.17416759437723
1a483f13-0b45-5dea-947d-b36a12a6fc5c,0,Medium,25.9941
1a483f13-0b45-5dea-947d-b36a12a6fc5c,1,Low,32.774613
1a483f13-0b45-5dea-947d-b36a12a6fc5c,2,High,24.734797611562463
1c455fd7-6cc3-5e27-941c-8ceaa589c546,0,High,34.040218
1c455fd7-6cc3-5e27-941c-8ceaa589c546,1,Medium,45.829592
1c455fd7-6cc3-5e27-941c-8ceaa589c546,2,High,43.74383626903962
1d3b687c-0475-5ea3-bdb3-c18d5515fabf,0,High,27.319504
1d3b687c-0475-5ea3-bdb3-c18d5515fabf,1,High,27.319504
1d3b687c-0475-5ea3-bdb3-c18d5515fabf,2,High,37.74846356739837
1d620def-950c-5657-80e7-9cc476dd6d8b,0,Low,46.341047
1d620def-950c-5657-80e7-9cc476dd6d8b,1,High,29.927631
1d620def-950c-5657-80e7-9cc476dd6d8b,2,Medium,35.521977
1d659387-cf37-50bc-8c0f-296ee420f630,0,High,26.32405083034126
1d659387-cf37-50bc-8c0f-296ee420f630,1,Medium,36.578721476503425
1d659387-cf37-50bc-8c0f-296ee420f630,2,Low,44.324689287848415
1e3aaaad-794a-5c0e-8bd1-30a486532bb6,0,Medium,29.88350330220333
1e3aaaad-794a-5c0e-8bd1-30a486532bb6,1,High,21.003666
1e3aaaad-794a-5c0e-8bd1-30a486532bb6,2,High,21.003666
1e511552-e132-544b-8ef7-190c634d380c,0,High,33.240385
1e511552-e132-544b-8ef7-190c634d380c,1,High,37.28893188418309
1e511552-e132-544b-8ef7-190c634d380c,2,Medium,40.82542
1eae0c5e-b84b-5a44-97f4-2c5c3fa03d68,0,Low,77.69271535679374
1eae0c5e-b84b-5a44-97f4-2c5c3fa03d68,1,High,28.003654
1eae0c5e-b84b-5a44-97f4-2c5c3fa03d68,2,High,28.003654
1f0e89d2-468e-5779-8367-5b3085635d2c,0,Medium,46.183762
1f0e89d2-468e-5779-8367-5b3085635d2c,1,High,37.958776
1f0e89d2-468e-5779-8367-5b3085635d2c,2,High,37.958776
1f5df9f9-78fd-5097-a37f-eb5a97bd64ac,0,High,37.865091
1f5df9f9-78fd-5097-a37f-eb5a97bd64ac,1,High,37.865091
1f5df9f9-78fd-5097-a37f-eb5a97bd64ac,2,High,56.1548307471883
1f95b840-821b-5ab7-b822-988987b0c7f4,0,High,25.325275
1f95b840-821b-5ab7-b822-988987b0c7f4,1,Medium,33.400191
1f95b840-821b-5ab7-b822-988987b0c7f4,2,Medium,39.478095169199136
1ff689b3-6ba5-56fe-b8fb-8fdc609c53b6,0,High,30.769615
1ff689b3-6ba5-56fe-b8fb-8fdc609c53b6,1,High,30.769615
1ff689b3-6ba5-56fe-b8fb-8fdc609c53b6,2,High,30.769615
203f57be-2e8b-5fb6-99a1-74ba85ecd0d3,0,High,28.315148
203f57be-2e8b-5fb6-99a1-74ba85ecd0d3,1,High,31.428398971394564
203f57be-2e8b-5fb6-99a1-74ba85ecd0d3,2,Medium,36.671611
205bedf2-553d-5d61-85bc-40b67037f983,0,Medium,37.214789
205bedf2-553d-5d61-85bc-40b67037f983,1,Medium,37.214789
205bedf2-553d-5d61-85bc-40b67037f983,2,Medium,37.214789
20f343cb-54fe-5bc8-baeb-fb0a8dba8eee,0,High,25.590331
20f343cb-54fe-5bc8-baeb-fb0a8dba8eee,1,High,25.590331
20f343cb-54fe-5bc8-baeb-fb0a8dba8eee,2,High,30.108886760108494
2182c8ab-233e-5794-bf9a-b805cccd087f,0,Medium,36.75389888902344
2182c8ab-233e-5794-bf9a-b805cccd087f,1,High,44.19799136764378
2182c8ab-233e-5794-bf9a-b805cccd087f,2,High,27.436275
2218b09a-1ca3-5e7d-b0d9-8c2ea5ffcc42,0,High,25.825584
2218b09a-1ca3-5e7d-b0d9-8c2ea5ffcc42,1,Medium,37.41223986185784
2218b09a-1ca3-5e7d-b0d9-8c2ea5ffcc42,2,High,25.825584
2266b497-5505-5551-b181-d6b93d0a6dfe,0,Medium,27.81563
2266b497-5505-5551-b181-d6b93d0a6dfe,1,Medium,27.81563
2266b497-5505-5551-b181-d6b93d0a6dfe,2,Medium,27.81563
22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,0,High,57.646586662706326
22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,1,High,20.753346
22c04ab7-ed0b-5c39-81b4-ddbf10ca8eed,2,Low,69.2334802348239
22f7e957-ac0b-575f-b24b-e832d58b10e9,0,Medium,26.5737
22f7e957-ac0b-575f-b24b-e832d58b10e9,1,High,21.886365
22f7e957-ac0b-575f-b24b-e832d58b10e9,2,High,21.886365
2460f192-8a40-5a1b-b3d7-f3da9a6294ea,0,High,22.470312
2460f192-8a40-5a1b-b3d7-f3da9a6294ea,1,Medium,31.679926093630602
2460f192-8a40-5a1b-b3d7-f3da9a6294ea,2,High,22.470312
24897818-2c71-5573-a17b-c7596e94bc4e,0,High,29.55279
24897818-2c71-5573-a17b-c7596e94bc4e,1,Medium,37.320882
24897818-2c71-5573-a17b-c7596e94bc4e,2,High,29.55279
24e0142f-f228-502b-94c9-4c72ad8d53e0,0,High,25.376708
24e0142f-f228-502b-94c9-4c72ad8d53e0,1,Low,39.676986
24e0142f-f228-502b-94c9-4c72ad8d53e0,2,Medium,34.48891873653987
24e99fc4-e985-5c76-a39c-3790a00e9184,0,Medium,32.821712
24e99fc4-e985-5c76-a39c-3790a00e9184,1,High,24.434293
24e99fc4-e985-5c76-a39c-3790a00e9184,2,High,25.73360036481992
25897c4f-10c0-567d-bec4-4239ab833b1a,0,Medium,44.099382
25897c4f-10c0-567d-bec4-4239ab833b1a,1,High,34.100292
25897c4f-10c0-567d-bec4-4239ab833b1a,2,High,34.100292
260ddc4b-781d-51f7-82c7-b79f8cc3b60d,0,High,32.865083
260ddc4b-781d-51f7-82c7-b79f8cc3b60d,1,High,32.865083
260ddc4b-781d-51f7-82c7-b79f8cc3b60d,2,High,32.865083
265e4888-dd8e-55a1-87f4-ce90d23a768c,0,Medium,36.413756
265e4888-dd8e-55a1-87f4-ce90d23a768c,1,Medium,36.413756
265e4888-dd8e-55a1-87f4-ce90d23a768c,2,High,27.559041
2673d003-770b-5f1b-b738-748a9c1028c9,0,Medium,37.032992
2673d003-770b-5f1b-b738-748a9c1028c9,1,Medium,37.032992
2673d003-770b-5f1b-b738-748a9c1028c9,2,Low,47.066017
2691afbd-411c-5c58-8821-16c9bf02fc55,0,Medium,45.905061
2691afbd-411c-5c58-8821-16c9bf02fc55,1,High,34.129504
2691afbd-411c-5c58-8821-16c9bf02fc55,2,High,42.07100113304511
26f4c5cf-a165-5c19-967e-4b8a0efe3f25,0,High,35.81493373102926
26f4c5cf-a165-5c19-967e-4b8a0efe3f25,1,High,46.911045404825515
26f4c5cf-a165-5c19-967e-4b8a0efe3f25,2,Medium,50.406691365122356
26ffec8b-241c-5f3f-aeb7-3df362d2eb95,0,High,32.703303
26ffec8b-241c-5f3f-aeb7-3df362d2eb95,1,High,32.703303
26ffec8b-241c-5f3f-aeb7-3df362d2eb95,2,High,32.703303
273dc82e-7675-5d7d-bedf-e22a53bae41d,0,High,21.998932
273dc82e-7675-5d7d-bedf-e22a53bae41d,1,Medium,25.847059
273dc82e-7675-5d7d-bedf-e22a53bae41d,2,High,21.998932
27b99791-804b-500a-9037-8264f5165329,0,High,36.683039
27b99791-804b-500a-9037-8264f5165329,1,High,36.683039
27b99791-804b-500a-9037-8264f5165329,2,High,36.683039
27ed83b2-be03-55c4-bb3e-2747d6f11d3e,0,Medium,33.211057
27ed83b2-be03-55c4-bb3e-2747d6f11d3e,1,Medium,33.211057
27ed83b2-be03-55c4-bb3e-2747d6f11d3e,2,High,24.014697
282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,0,High,30.760125
282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,1,High,30.760125
282ccca9-f3f2-5b5e-bf6a-99c77d7e91f4,2,High,30.760125
283d3ac1-0eea-511e-a299-dec6962743ba,0,High,28.467388
283d3ac1-0eea-511e-a299-dec6962743ba,1,High,28.467388
283d3ac1-0eea-511e-a299-dec6962743ba,2,High,28.467388
29282cd1-fa1d-509b-9bca-ac0eca48c93b,0,Medium,37.00016
29282cd1-fa1d-509b-9bca-ac0eca48c93b,1,Medium,37.00016
29282cd1-fa1d-509b-9bca-ac0eca48c93b,2,High,27.694682
2a028d4f-843b-5236-9bcf-9db0987f73f5,0,High,27.381604490002417
2a028d4f-843b-5236-9bcf-9db0987f73f5,1,Medium,33.291569
2a028d4f-843b-5236-9bcf-9db0987f73f5,2,High,23.847443
2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,0,High,33.184746436338536
2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,1,High,28.683752
2ae9c647-f4f5-5426-9120-a9fd75d8b8a0,2,High,28.683752
2b34d23f-3619-53e1-bf41-f0c5d3399e9c,0,Medium,43.630946
2b34d23f-3619-53e1-bf41-f0c5d3399e9c,1,High,34.674871
2b34d23f-3619-53e1-bf41-f0c5d3399e9c,2,Medium,43.630946
2b3c67ff-af4e-5b90-8c00-4979d4bb4836,0,High,21.562539
2b3c67ff-af4e-5b90-8c00-4979d4bb4836,1,High,42.42265027873411
2b3c67ff-af4e-5b90-8c00-4979d4bb4836,2,High,21.562539
2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,0,High,24.599792
2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,1,High,24.599792
2b3fe9c4-03c6-5ba5-b1be-3f68d7db2414,2,High,24.599792
2b7495fe-5b41-54ab-a779-3ac6d858464a,0,Medium,36.921741
2b7495fe-5b41-54ab-a779-3ac6d858464a,1,High,27.582147
2b7495fe-5b41-54ab-a779-3ac6d858464a,2,High,35.54534870147274
2b85986c-be56-5f86-9581-6b2a5cf37809,0,High,25.86692052549768
2b85986c-be56-5f86-9581-6b2a5cf37809,1,High,36.9723612046274
2b85986c-be56-5f86-9581-6b2a5cf37809,2,High,24.1302
2b951803-a57d-5612-a681-262ebe76eb44,0,High,36.339829666524956
2b951803-a57d-5612-a681-262ebe76eb44,1,Medium,37.214133
2b951803-a57d-5612-a681-262ebe76eb44,2,High,27.382882
2bc16360-50db-5aee-a61b-29068ec46191,0,High,47.385023355179285
2bc16360-50db-5aee-a61b-29068ec46191,1,High,27.395116
2bc16360-50db-5aee-a61b-29068ec46191,2,High,27.395116
2c6356fa-0c31-5ba2-b738-dc93b35bebc9,0,Low,51.29936
2c6356fa-0c31-5ba2-b738-dc93b35bebc9,1,High,32.067271
2c6356fa-0c31-5ba2-b738-dc93b35bebc9,2,High,32.067271
2ccf2e7a-abf4-57de-bead-3519274ffb90,0,High,31.233146
2ccf2e7a-abf4-57de-bead-3519274ffb90,1,Medium,40.416218
2ccf2e7a-abf4-57de-bead-3519274ffb90,2,Medium,44.13745399132605
2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,0,Medium,39.578571
2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,1,High,29.867501
2ce89939-9ca1-5a33-89a0-b5bca7ee1f9c,2,High,29.867501
2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,0,Medium,36.790449
2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,1,Low,49.047609
2dadc7ba-2a83-5b55-b0d1-1b4c2b782f74,2,High,27.848442
2e1b4eba-37ce-5d1a-9a3c-40677efa55ce,0,Medium,47.64257020480359
2e1b4eba-37ce-5d1a-9a3c-40677efa55ce,1,Medium,36.647029
2e1b4eba-37ce-5d1a-9a3c-40677efa55ce,2,High,28.008974
2edc9143-e848-5790-a928-f3b25a763c8b,0,High,28.133558
2edc9143-e848-5790-a928-f3b25a763c8b,1,Medium,38.033426
2edc9143-e848-5790-a928-f3b25a763c8b,2,High,41.49953419928807
2f066c91-12ff-522e-8288-1aed3b49b1cb,0,Medium,40.716778
2f066c91-12ff-522e-8288-1aed3b49b1cb,1,Medium,40.716778
2f066c91-12ff-522e-8288-1aed3b49b1cb,2,High,30.848756
2f2d1543-4a6d-56ff-a637-f74f4688b0a3,0,High,24.201001
2f2d1543-4a6d-56ff-a637-f74f4688b0a3,1,High,24.201001
